"Date","Description","ChkRef","Amount","Balance"
05/19/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 999-999-9999 AR 1168002 093319,,-$5.36,"$14,139.84"
05/19/2025,XX8226 POS PURCHASE BIG RED CHENAL LITTLE ROCK AR 34383001 072476,,-$6.75,"$14,133.09"
05/19/2025,XX8226 POS PURCHASE LIQUOR ROCK LLC LITTLE ROCK AR 001 073224,,-$8.92,"$14,124.17"
05/19/2025,XX8226 POS PURCHASE CIRCLE K DEALER LITTLE ROCK AR 102 585180,,-$28.86,"$14,095.31"
05/19/2025,XX8226 POS PURCHASE COLONIAL WINE AN LITTLE ROCK AR 80497233 076797,,-$37.21,"$14,058.10"
05/19/2025,XX8226 POS PURCHASE ZAXBY'S #50103 LITTLE ROCK AR 00000000 077325,,-$50.41,"$14,007.69"
05/19/2025,XX8226 POS PURCHASE KROGER #623 LITTLE ROCK AR 33323905 023905,,-$88.89,"$13,918.80"
05/21/2025,XX8226 PURCHASE RETURN AMAZON MKTPLACE Amzn.com/bill WA 00000000 054010,,$29.01,"$13,947.81"
05/21/2025,XX8226 POS PURCHASE KROGER #623 LITTLE ROCK AR 30764457 064457,,-$67.01,"$13,880.80"
05/22/2025,ATM DEPOSIT,,$100.00,"$13,980.80"
05/22/2025,XX8226 POS PURCHASE AMAZON MKTPL*NZ1 Amzn.com/bill WA 00000000 079119,,-$10.74,"$13,970.06"
05/22/2025,XX8226 POS PURCHASE JERSEY MIKES ONL https://prod. NJ 00007671 016021,,-$25.28,"$13,944.78"
05/22/2025,XX8226 POS PURCHASE 1067 GREAT CLIPS LITTLE ROCK AR 03190274 002666,,-$26.00,"$13,918.78"
05/23/2025,XX8226 POS PURCHASE WALGREENS STORE CONWAY AR 99999999 008463,,-$2.65,"$13,916.13"
05/23/2025,XX8226 POS PURCHASE WALGREENS STORE CONWAY AR 99999999 020397,,-$8.70,"$13,907.43"
05/23/2025,XX8226 POS PURCHASE Mr. Smoke (Conwa Conway AR 00010001 965772,,-$10.98,"$13,896.45"
05/23/2025,XX8226 POS PURCHASE COSTCO GAS #1442 LITTLE ROCK AR 93144213 574302,,-$45.78,"$13,850.67"
05/27/2025,ONLINE BANKING TRANSFER FROM x3799 05/24/25,,$150.00,"$14,000.67"
05/27/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 042061,,-$13.53,"$13,987.14"
05/27/2025,XX8226 POS PURCHASE KUM&GO 0139R LIT LITTLE ROCK AR 00000000 022014,,-$19.53,"$13,967.61"
05/27/2025,XX8226 POS PURCHASE PT *CONWAY REGIO CONWAY AR 00000000 001212,,-$50.00,"$13,917.61"
05/28/2025,XX8226 POS PURCHASE KUM&GO 0139R LIT LITTLE ROCK AR 00000000 039492,,-$25.06,"$13,892.55"
05/28/2025,XX8226 POS PURCHASE CIRCLE K DEALER LITTLE ROCK AR 102 981913,,-$27.68,"$13,864.87"
05/29/2025,XX8226 POS PURCHASE FSP*ARKANSAS SKA LITTLE ROCK AR 32776590 076590,,-$4.00,"$13,860.87"
05/29/2025,XX8226 POS PURCHASE Grumpys Too Little Rock AR 75011182 024715,,-$8.83,"$13,852.04"
05/29/2025,XX8226 POS PURCHASE FSP*ARKANSAS SKA LITTLE ROCK AR 32776582 076582,,-$12.00,"$13,840.04"
05/29/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 999-999-9999 AR 1168002 018630,,-$13.66,"$13,826.38"
05/30/2025,XX8226 POS PURCHASE LEGACY WINE AND LITTLE ROCK AR 04776458 000264,,-$12.05,"$13,814.33"
05/30/2025,XX8226 POS PURCHASE KUM&GO 0139R LIT LITTLE ROCK AR 00000000 027624,,-$29.45,"$13,784.88"
06/02/2025,ONLINE BANKING TRANSFER FROM x3799 06/01/25,,"$1,350.00","$15,134.88"
06/02/2025,XX8226 POS PURCHASE KROGER #623 LITTLE ROCK AR 31790022 090022,,-$6.17,"$15,128.71"
06/02/2025,XX8226 POS PURCHASE KROGER #623 LITTLE ROCK AR 34441110 041110,,-$8.68,"$15,120.03"
06/02/2025,XX8226 POS PURCHASE DAVIDS BURGERS B LITTLE ROCK AR 00001336 021622,,-$11.15,"$15,108.88"
06/02/2025,XX8226 POS PURCHASE KROGER #623 LITTLE ROCK AR 31790014 090014,,-$20.10,"$15,088.78"
06/02/2025,XX8226 POS PURCHASE KROGER #623 LITTLE ROCK AR 34441128 041128,,-$26.81,"$15,061.97"
06/02/2025,Stripe ZG Rental ZG -- Rent ST-B0S9D4M5F4N8,,"-$1,700.00","$13,361.97"
06/03/2025,XX8226 POS PURCHASE ARA UCA MAIN CONWAY AR 00115502 034287,,-$3.31,"$13,358.66"
06/03/2025,XX8226 POS PURCHASE TACO BELL 036397 CONWAY AR 0363003 065528,,-$3.64,"$13,355.02"
06/03/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 000104,,-$4.41,"$13,350.61"
06/03/2025,XX8226 POS PURCHASE GRUBHUB U OF CNT CONWAY AR 13322879 022879,,-$6.19,"$13,344.42"
06/03/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 000449,,-$14.94,"$13,329.48"
06/03/2025,XX8226 POS PURCHASE UCA BOOKSTORE CONWAY AR 00007378 010069,,-$47.80,"$13,281.68"
06/03/2025,The Ridge at Mea WEB PMTS 22N8YD,,-$260.00,"$13,021.68"
06/04/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 055904,,-$13.03,"$13,008.65"
06/04/2025,XX8226 POS PURCHASE WINGSTOP 320 224-402-1847 AR 320 001 002272,,-$21.10,"$12,987.55"
06/05/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 096717,,-$13.47,"$12,974.08"
06/06/2025,XX8226 POS PURCHASE PALARM LIQUOR MAUMELLE AR 04772804 515640001628,,-$62.36,"$12,911.72"
06/09/2025,XX8226 POS PURCHASE DD *KOTAROHIBACH DOORDASH.COM CA APGEHDCX 078137,,-$18.55,"$12,893.17"
06/10/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 062557,,-$4.64,"$12,888.53"
06/10/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 041428,,-$13.03,"$12,875.50"
06/11/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 021404,,-$10.90,"$12,864.60"
06/12/2025,XX8226 POS PURCHASE CHICK-FIL-A #032 501-505-8645 AR 1 084668,,-$6.63,"$12,857.97"
06/16/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 065300,,-$4.41,"$12,853.56"
06/16/2025,XX8226 POS PURCHASE KROGER #623 LITTLE ROCK AR 34151099 051099,,-$7.15,"$12,846.41"
06/16/2025,XX8226 POS PURCHASE KROGER #623 LITTLE ROCK AR 34151081 051081,,-$13.27,"$12,833.14"
06/16/2025,XX8226 POS PURCHASE BEAR'S DEN PIZZA CONWAY AR V5227171 010079,,-$14.36,"$12,818.78"
06/16/2025,XX8226 POS PURCHASE KUM&GO 0139R LIT LITTLE ROCK AR 00000000 069250,,-$16.07,"$12,802.71"
06/16/2025,XX8226 POS PURCHASE WINGSTOP 320 224-402-1847 AR 320 001 092640,,-$18.88,"$12,783.83"
06/16/2025,CAPITAL ONE CRCARDPMT 43IVZ2SAT21U6RM,,-$68.35,"$12,715.48"
06/18/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 025456,,-$5.32,"$12,710.16"
06/20/2025,ONLINE BANKING TRANSFER FROM x3799 06/20/25,,$300.00,"$13,010.16"
06/20/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 010848,,-$4.41,"$13,005.75"
06/20/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 059552,,-$7.77,"$12,997.98"
06/20/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 067507,,-$11.50,"$12,986.48"
06/20/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 050403,,-$13.03,"$12,973.45"
06/20/2025,XX8226 POS PURCHASE AWL*PEARSON EDUC PRSONCS.COM NJ 00000000 042693,,-$89.99,"$12,883.46"
06/20/2025,XX8226 POS PURCHASE AWL*PEARSON EDUC PRSONCS.COM NJ 00000000 042789,,-$89.99,"$12,793.47"
06/20/2025,XX8226 POS PURCHASE CONWAY CORPORATI 501-548-3051 AR 00000000 045213,,-$260.75,"$12,532.72"
06/23/2025,APPLE CASH BANK XFER Ryan Mckinney,,"$1,675.00","$14,207.72"
06/23/2025,XX8226 MT DDA CREDIT CASH APP*RYAN MC Oakland CA 1 786724,,"$1,161.58","$15,369.30"
06/23/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 072159,,-$9.72,"$15,359.58"
06/23/2025,XX8226 POS PURCHASE PROFESSOR BOWL S LITTLE ROCK AR 12316700 014796,,-$14.99,"$15,344.59"
06/23/2025,XX8226 MT DDA DEBIT CASH APP*RYAN MC Oakland CA 1 382613,,-$15.00,"$15,329.59"
06/23/2025,XX8226 POS PURCHASE KROGER #623 LITTLE ROCK AR 31913590 013590,,-$20.16,"$15,309.43"
06/23/2025,XX8226 POS PURCHASE KROGER #623 LITTLE ROCK AR 35135042 035042,,-$35.45,"$15,273.98"
06/23/2025,XX8226 POS PURCHASE TAKE 5 #248 CONWAY AR 248 001 092335,,-$123.21,"$15,150.77"
06/23/2025,XX8226 POS PURCHASE JAMES EYECARE O LITTLE ROCK AR 25495278 050091,,-$140.00,"$15,010.77"
06/24/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-730-0202 AR 3542002 085145,,-$10.00,"$15,000.77"
06/24/2025,XX8226 POS PURCHASE HARPS FOOD STORE CONWAY AR 18065701 918104,,-$26.19,"$14,974.58"
06/25/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 009974,,-$13.03,"$14,961.55"
06/25/2025,XX8226 POS PURCHASE WM SUPERCENTER # CONWAY AR 25750007 820224,,-$51.31,"$14,910.24"
06/26/2025,XX8226 POS PURCHASE WINGSTOP 320 224-402-1847 AR 320 001 029923,,-$18.88,"$14,891.36"
06/27/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 082693,,-$13.64,"$14,877.72"
06/30/2025,XX8226 POS PURCHASE DAVIDS BURGERS B LITTLE ROCK AR 00001336 044237,,-$12.15,"$14,865.57"
06/30/2025,XX8226 MT DDA DEBIT CASH APP*RYAN MC Oakland CA 1 316822,,-$15.00,"$14,850.57"
06/30/2025,XX8226 POS PURCHASE KUM&GO 0139R LIT LITTLE ROCK AR 00000000 084679,,-$18.32,"$14,832.25"
06/30/2025,XX8226 POS PURCHASE OLD MILL WINE & NORTH LITTLE AR 77941173 070036,,-$60.29,"$14,771.96"
07/01/2025,ONLINE BANKING TRANSFER FROM x3799 07/01/25,,"$1,350.00","$16,121.96"
07/01/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 013605,,-$2.05,"$16,119.91"
07/03/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 014842,,-$2.05,"$16,117.86"
07/03/2025,XX8226 POS PURCHASE MCDONALD'S F3290 CONWAY AR 1 051340,,-$12.27,"$16,105.59"
07/07/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 087924,,-$2.05,"$16,103.54"
07/07/2025,XX8226 POS PURCHASE GENESIS AUTO WAS LITTLE ROCK AR 75891588 097438,,-$25.00,"$16,078.54"
07/07/2025,XX8226 POS PURCHASE KROGER #623 LITTLE ROCK AR 38071962 071962,,-$59.25,"$16,019.29"
07/08/2025,XX8226 POS PURCHASE KROGER FUEL #562 LITTLE ROCK AR 99999999 702379,,-$24.77,"$15,994.52"
07/08/2025,XX8226 POS PURCHASE LEGACY WINE AND LITTLE ROCK AR 04776458 001228,,-$55.80,"$15,938.72"
07/09/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 058353,,-$6.03,"$15,932.69"
07/09/2025,XX8226 POS PURCHASE MCDONALD'S F3290 CONWAY AR 1 011229,,-$15.24,"$15,917.45"
07/10/2025,XX8226 POS PURCHASE JIMMY JOHNS - 20 501-329-2200 AR 00000000 037972,,-$20.13,"$15,897.32"
07/11/2025,XX8226 POS PURCHASE WL *Steam Purcha 425-9522985 WA 00000007 057610,,-$7.99,"$15,889.33"
07/11/2025,XX8226 CHECKING PYMNT APPLE COM BILL CUPERTINO CA 003 519202050022,,-$9.66,"$15,879.67"
07/11/2025,XX8226 POS PURCHASE SONIC DRIVE IN # 501-470-3200 AR 5152002 042428,,-$13.34,"$15,866.33"
07/11/2025,XX8226 POS PURCHASE WAL-MART #0005 CONWAY AR 24000501 833518,,-$22.00,"$15,844.33"
07/11/2025,XX8226 POS PURCHASE PALARM LIQUOR MAUMELLE AR 04772804 519270870114,,-$32.54,"$15,811.79"
07/14/2025,XX8226 POS PURCHASE CHICK-FIL-A #032 501-505-8645 AR 1 092393,,-$10.36,"$15,801.43"
07/14/2025,XX8226 POS PURCHASE CRAZY J`S CONWAY AR 00000000 040598,,-$14.13,"$15,787.30"
07/14/2025,XX8226 POS PURCHASE DOMINO'S 5345 501-753-4111 AR 64542397 042397,,-$16.15,"$15,771.15"
07/14/2025,XX8226 POS PURCHASE TST*STOBYS CONWA 501-327-5447 AR 00000000 046296,,-$40.24,"$15,730.91"
07/14/2025,Stripe ZG Rental ZG -- Rent ST-I7G8I4R9U6B0,,-$850.00,"$14,880.91"
07/15/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 081607,,-$6.51,"$14,874.40"
07/15/2025,XX8226 POS PURCHASE POPEYES 5733 CONWAY AR 00002058 003650,,-$17.38,"$14,857.02"
07/15/2025,XX8226 POS PURCHASE West End Cigars Conway AR 00010001 927715,,-$26.85,"$14,830.17"
07/15/2025,XX8226 POS PURCHASE WM SUPERCENTER # CONWAY AR 25750011 004339,,-$42.87,"$14,787.30"
07/15/2025,XX8226 POS PURCHASE CONWAY CORPORATI 501-548-3051 AR 00000000 053912,,-$329.05,"$14,458.25"
07/15/2025,CAPITAL ONE CRCARDPMT 43P7YJTPDP4Y20Y,,-$438.31,"$14,019.94"
07/16/2025,XX8226 POS PURCHASE 9245 GREAT CLIPS CONWAY AR 03189094 007601,,-$26.00,"$13,993.94"
07/17/2025,XX8226 POS PURCHASE CONWAY EXPRESS CONWAY AR 00000000 014844,,-$14.15,"$13,979.79"
07/17/2025,XX8226 POS PURCHASE WINGSTOP 320 224-402-1847 AR 320 001 090763,,-$18.88,"$13,960.91"
07/18/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 002 711033,,-$27.43,"$13,933.48"
07/21/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 073008,,-$6.03,"$13,927.45"
07/21/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 073000,,-$10.32,"$13,917.13"
07/21/2025,XX8226 POS PURCHASE LEGACY WINE AND LITTLE ROCK AR 04776458 001987,,-$25.38,"$13,891.75"
07/21/2025,XX8226 POS PURCHASE WAL-MART #0005 CONWAY AR 24000501 405336,,-$96.16,"$13,795.59"
07/21/2025,XX8226 POS PURCHASE LAKE LIQUOR NORTH LITTLE AR 04932309 002036,,-$99.91,"$13,695.68"
07/22/2025,XX8226 POS PURCHASE PROFESSOR BOWL S LITTLE ROCK AR 12316700 018610,,-$57.22,"$13,638.46"
07/22/2025,XX8226 POS PURCHASE TCS MIDTOWN GRIL CONWAY AR 75203163 060043,,-$75.36,"$13,563.10"
07/23/2025,XX8226 POS PURCHASE POPEYES 5733 CONWAY AR 00002058 026988,,-$17.38,"$13,545.72"
07/23/2025,XX8226 POS PURCHASE LAKE LIQUOR NORTH LITTLE AR 80615365 508052,,-$17.99,"$13,527.73"
07/23/2025,XX8226 POS PURCHASE WM SUPERCENTER # CONWAY AR 00050005 202406,,-$65.31,"$13,462.42"
07/25/2025,XX8226 POS PURCHASE KUM&GO 0158R CON CONWAY AR 00000000 069264,,-$10.32,"$13,452.10"
07/28/2025,XX8226 POS PURCHASE CIRCLE K DEALER LITTLE ROCK AR 101 641623,,-$9.86,"$13,442.24"
07/28/2025,XX8226 POS PURCHASE CHICK-FIL-A #032 501-505-8645 AR 1 009493,,-$23.36,"$13,418.88"
07/28/2025,XX8226 POS PURCHASE CIRCLE K DEALER LITTLE ROCK AR 101 784406,,-$48.42,"$13,370.46"
07/28/2025,XX8226 POS PURCHASE Grumpys Too Little Rock AR 75011182 037774,,-$56.71,"$13,313.75"
07/29/2025,XX8226 ATM WITHDRAWAL EVI* Oaklawn Joc HOT SPRINGS AR AROAKA04 006353,,-$40.00,"$13,273.75"
07/29/2025,XX8226 POS PURCHASE WM SUPERCENTER # CONWAY AR 00050005 419988,,-$58.68,"$13,215.07"
07/29/2025,XX8226 ATM WITHDRAWAL EVI* Oaklawn Joc HOT SPRINGS AR AROAKX09 004769,,-$80.00,"$13,135.07"
07/29/2025,FEE FOR INQUIRY EVI* Oaklawn Joc HOT SPRINGS AR AROAKX09 004768,,-$2.50,"$13,132.57"
07/29/2025,FEE FOR ATM WITHDRAWAL EVI* Oaklawn Joc HOT SPRINGS AR AROAKX09 004769,,-$2.50,"$13,130.07"
07/29/2025,FEE FOR ATM WITHDRAWAL EVI* Oaklawn Joc HOT SPRINGS AR AROAKA04 006353,,-$2.50,"$13,127.57"
07/29/2025,ATM SURCHARGE XX8226 ATM WITHDRAWAL EVI* Oaklawn Joc HOT SPRINGS AR AROAKX09 00,,-$5.00,"$13,122.57"
07/29/2025,ATM SURCHARGE XX8226 ATM WITHDRAWAL EVI* Oaklawn Joc HOT SPRINGS AR AROAKA04 00,,-$5.00,"$13,117.57"
07/30/2025,XX8226 POS PURCHASE SOUTHWESTERN CAT HOT SPRINGS AR 00000000 011336,,-$4.00,"$13,113.57"
07/30/2025,XX8226 POS PURCHASE SOUTHWESTERN CAT HOT SPRINGS AR 00000000 011338,,-$6.00,"$13,107.57"
07/30/2025,XX8226 POS PURCHASE HARP'S 276 PERRYVILLE AR 41666401 131404,,-$10.12,"$13,097.45"
07/30/2025,XX8226 POS PURCHASE KUM&GO 0171R CON CONWAY AR 00000000 050123,,-$10.32,"$13,087.13"
08/01/2025,ONLINE BANKING TRANSFER FROM x3799 08/01/25,,"$1,350.00","$14,437.13"
08/01/2025,XX8226 POS PURCHASE LOS GALLOS TAQUE CONWAY AR 79201629 040014,,-$39.31,"$14,397.82"
08/01/2025,XX8226 POS PURCHASE LAKE LIQUOR NORTH LITTLE AR 80615365 948662,,-$94.12,"$14,303.70"
08/01/2025,XX8226 ATM WITHDRAWAL BANK OZK CONWAY AR AR000138 006833,,-$140.00,"$14,163.70"
08/04/2025,XX8226 POS PURCHASE BIG RED CHENAL LITTLE ROCK AR 34383001 651739,,-$13.49,"$14,150.21"
08/04/2025,XX8226 POS PURCHASE AJI RAMEN BAR. LITTLE ROCK AR 00015555 043959,,-$19.36,"$14,130.85"
08/04/2025,XX8226 POS PURCHASE SQ *STRIKER INVE Little Rock AR 00000000 080742,,-$21.22,"$14,109.63"
08/04/2025,XX8226 POS PURCHASE JERSEY MIKES ONL https://prod. NJ 00007671 008576,,-$24.68,"$14,084.95"
08/04/2025,XX8226 POS PURCHASE KROGER #623 LITTLE ROCK AR 38437551 037551,,-$33.52,"$14,051.43"
08/04/2025,XX8226 POS PURCHASE KROGER #623 LITTLE ROCK AR 32626431 026431,,-$44.22,"$14,007.21"
08/05/2025,XX8226 POS PURCHASE KUM&GO 0139R LIT LITTLE ROCK AR 00000000 009031,,-$11.43,"$13,995.78"
08/05/2025,XX8226 POS PURCHASE KROGER FUEL #562 LITTLE ROCK AR 99999999 638146,,-$21.20,"$13,974.58"
08/05/2025,XX8226 POS PURCHASE KROGER #623 LITTLE ROCK AR 31654814 054814,,-$34.70,"$13,939.88"
08/06/2025,XX8226 POS PURCHASE WM SUPERCENTER # CONWAY AR 00050016 646132,,-$125.60,"$13,814.28"
08/06/2025,XX8226 POS PURCHASE RPS*The Ridge at 800-7040154 AR 00000000 063309,,"-$1,008.83","$12,805.45"
08/07/2025,XX8226 POS PURCHASE KROGER #623 LITTLE ROCK AR 32698364 098364,,-$10.40,"$12,795.05"
08/07/2025,XX8226 POS PURCHASE KUM&GO 0171R CON CONWAY AR 00000000 042147,,-$17.63,"$12,777.42"
08/11/2025,XX8226 POS PURCHASE MAVERIK #5255 SPRINGDALE AR 1 000422,,-$10.33,"$12,767.09"
08/11/2025,XX8226 POS PURCHASE EXXON EGY MANAGE CONWAY AR 00000000 048385,,-$11.31,"$12,755.78"
08/11/2025,XX8226 POS PURCHASE Love's #0635 Ins ALMA AR 001 558812,,-$14.70,"$12,741.08"
08/11/2025,XX8226 POS PURCHASE MAVERIK #5342 SPRINGDALE AR 15251601 055838,,-$18.90,"$12,722.18"
08/11/2025,XX8226 POS PURCHASE LOVE'S #0635 OUT ALMA AR 00000000 056719,,-$23.15,"$12,699.03"
08/11/2025,XX8226 CHECKING PYMNT APPLE COM BILL CUPERTINO CA 003 522217009019,,-$41.94,"$12,657.09"
08/12/2025,XX8226 MT DDA CREDIT CASH APP*RYAN MC Oakland CA 1 471050,,$808.00,"$13,465.09"
08/12/2025,XX8226 POS PURCHASE KUM&GO 0171R CON CONWAY AR 00000000 086767,,-$4.62,"$13,460.47"
08/12/2025,XX8226 POS PURCHASE SPO*041PICKLEMAN SPRINGDALE AR 31149633 049633,,-$14.32,"$13,446.15"
08/12/2025,XX8226 POS PURCHASE POPEYES 5733 OFFICE@POLLOL AR 00004842 080517,,-$28.78,"$13,417.37"
08/13/2025,XX8226 POS PURCHASE WL *Steam Purcha 425-9522985 WA 00000007 082358,,-$2.99,"$13,414.38"
08/13/2025,XX8226 POS PURCHASE LAKE LIQUOR NORTH LITTLE AR 80615365 757729,,-$99.80,"$13,314.58"
08/14/2025,XX8226 POS PURCHASE KUM&GO 0171R CON CONWAY AR 00000000 079831,,-$17.63,"$13,296.95"
08/14/2025,XX8226 POS PURCHASE DOMINO'S 5345 501-753-4111 AR 54446187 046187,,-$26.08,"$13,270.87"
08/14/2025,XX8226 POS PURCHASE CONWAY CORPORATI 501-548-3051 AR 00000000 062311,,-$499.80,"$12,771.07"
08/15/2025,CAPITAL ONE CRCARDPMT 43VRJVO9I5X75XE,,-$57.00,"$12,714.07"
08/18/2025,XX8226 POS PURCHASE KUM&GO 0171R CON CONWAY AR 00000000 048363,,-$6.51,"$12,707.56"
08/18/2025,XX8226 POS PURCHASE DON PEPES GOURME CONWAY AR 04659212 084165,,-$9.85,"$12,697.71"
08/18/2025,XX8226 POS PURCHASE APPLE.COM/BILL 866-712-7753 CA 00000000 007535,,-$11.98,"$12,685.73"
08/18/2025,XX8226 POS PURCHASE FASSLER HALL AR LITTLE ROCK AR 05433741 020157,,-$23.00,"$12,662.73"
08/18/2025,XX8226 POS PURCHASE CIRCLE K DEALER LITTLE ROCK AR 101 064831,,-$31.65,"$12,631.08"
08/19/2025,XX8226 POS PURCHASE SHELL OIL1001493 LITTLE ROCK AR 00000000 043753,,-$11.42,"$12,619.66"
08/19/2025,XX8226 POS PURCHASE WINGSTOP 144 817-028-1920 AR 144 001 054901,,-$22.90,"$12,596.76"
08/19/2025,XX8226 MT DDA DEBIT CASH APP*JOSHUA Oakland CA 1 488186,,-$25.00,"$12,571.76"
08/19/2025,XX8226 POS PURCHASE Grumpys Too Little Rock AR 75011182 068853,,-$76.99,"$12,494.77"
08/20/2025,XX8226 MT DDA DEBIT CASH APP*SEBASTI Oakland CA 1 510694,,-$17.00,"$12,477.77"
08/20/2025,XX8226 POS PURCHASE KROGER FUEL #562 LITTLE ROCK AR 99999999 252435,,-$23.51,"$12,454.26"
08/20/2025,XX8226 POS PURCHASE ON THE BORDER W 501-2188840 AR 00000000 089773,,-$26.57,"$12,427.69"
08/20/2025,XX8226 POS PURCHASE SHELL OIL1001493 LITTLE ROCK AR 00000000 043537,,-$41.00,"$12,386.69"
08/21/2025,XX8226 POS PURCHASE KROGER FUEL #562 LITTLE ROCK AR 31905372 005372,,-$6.18,"$12,380.51"
08/21/2025,XX8226 POS PURCHASE DON PEPES GOURME CONWAY AR 04659212 032457,,-$13.71,"$12,366.80"
08/21/2025,XX8226 POS PURCHASE WAL-MART #0005 CONWAY AR 24000501 774794,,-$43.78,"$12,323.02"
08/22/2025,XX8226 POS PURCHASE DONAGHY BEARS DE CONWAY AR 001 041447,,-$11.16,"$12,311.86"
08/25/2025,XX8226 POS PURCHASE DQ BRAZIER #4319 CONWAY AR 0000HC6X 055189,,-$7.44,"$12,304.42"
08/25/2025,XX8226 POS PURCHASE CHICK-FIL-A #032 501-505-8645 AR 1 087592,,-$8.90,"$12,295.52"
08/25/2025,XX8226 POS PURCHASE CHICK-FIL-A #032 501-505-8645 AR 1 003661,,-$13.12,"$12,282.40"
08/25/2025,XX8226 POS PURCHASE KUM&GO 0171R CON CONWAY AR 00000000 082155,,-$17.63,"$12,264.77"
08/25/2025,XX8226 POS PURCHASE UCA BOOKSTORE CONWAY AR 08734791 523720002162,,-$65.20,"$12,199.57"
08/26/2025,XX8226 POS PURCHASE KUM&GO 0171R CON CONWAY AR 00000000 090269,,-$12.53,"$12,187.04"
08/27/2025,XX8226 POS PURCHASE TACO BELL 036397 CONWAY AR 0363008 001793,,-$25.18,"$12,161.86"
08/27/2025,XX8226 POS PURCHASE LOS GALLOS TAQUE CONWAY AR 79201629 000017,,-$38.82,"$12,123.04"
08/27/2025,XX8226 POS PURCHASE BEAR'S DEN PIZZA CONWAY AR V5227171 050037,,-$42.14,"$12,080.90"
08/28/2025,XX8226 POS PURCHASE DONAGHY BEARS DE CONWAY AR 001 035586,,-$8.28,"$12,072.62"
08/28/2025,XX8226 POS PURCHASE WALGREENS STORE CONWAY AR 99999999 032661,,-$29.34,"$12,043.28"
08/29/2025,XX8226 POS PURCHASE WAL-MART #0005 CONWAY AR 00050007 524134650029,,-$25.52,"$12,017.76"
08/29/2025,XX8226 POS PURCHASE 9245 GREAT CLIPS CONWAY AR 03189094 010450,,-$26.00,"$11,991.76"
09/02/2025,ONLINE BANKING TRANSFER FROM x3799 09/01/25,,"$1,350.00","$13,341.76"
09/02/2025,XX8226 POS PURCHASE KUM&GO 0171R CON CONWAY AR 00000000 071643,,-$3.90,"$13,337.86"
09/02/2025,XX8226 POS PURCHASE KUM&GO 0139R LIT LITTLE ROCK AR 00000000 012173,,-$13.42,"$13,324.44"
09/02/2025,XX8226 POS PURCHASE TODDY TOBACCO & CONWAY AR 001 067774,,-$21.81,"$13,302.63"
09/02/2025,XX8226 POS PURCHASE JIMS RAZORBACK P LITTLE ROCK AR 03617028 013722,,-$34.70,"$13,267.93"
09/02/2025,XX8226 POS PURCHASE SAMSCLUB #8104 LITTLE ROCK AR 1 085205,,-$92.68,"$13,175.25"
09/03/2025,XX8226 POS PURCHASE KUM&GO 0171R CON CONWAY AR 00000000 010129,,-$11.12,"$13,164.13"
09/03/2025,XX8226 POS PURCHASE WL *STEAM PURCHA 425-889-9642 WA 00000000 073829,,-$39.99,"$13,124.14"
09/03/2025,XX8226 POS PURCHASE TST* FUJI JAPANE CONWAY AR 72797670 097670,,-$45.23,"$13,078.91"
09/04/2025,XX8226 POS PURCHASE CHICK-FIL-A #032 501-505-8645 AR 1 030091,,-$6.63,"$13,072.28"
09/04/2025,XX8226 POS PURCHASE KUM&GO 0171R CON CONWAY AR 002 857572,,-$28.82,"$13,043.46"
